,File_name,class,Age_Factor
1472,TESS Toronto emotional speech set data/YAF_angry/YAF_keen_angry.wav,0,old
1473,TESS Toronto emotional speech set data/YAF_angry/YAF_keep_angry.wav,0,old
1474,TESS Toronto emotional speech set data/YAF_angry/YAF_keg_angry.wav,0,old
1475,TESS Toronto emotional speech set data/YAF_angry/YAF_kick_angry.wav,0,old
1476,TESS Toronto emotional speech set data/YAF_angry/YAF_kill_angry.wav,0,old
1477,TESS Toronto emotional speech set data/YAF_angry/YAF_king_angry.wav,0,old
1478,TESS Toronto emotional speech set data/YAF_angry/YAF_kite_angry.wav,0,old
1479,TESS Toronto emotional speech set data/YAF_angry/YAF_knock_angry.wav,0,old
1480,TESS Toronto emotional speech set data/YAF_angry/YAF_late_angry.wav,0,old
1481,TESS Toronto emotional speech set data/YAF_angry/YAF_laud_angry.wav,0,old
1482,TESS Toronto emotional speech set data/YAF_angry/YAF_lean_angry.wav,0,old
1483,TESS Toronto emotional speech set data/YAF_angry/YAF_learn_angry.wav,0,old
1484,TESS Toronto emotional speech set data/YAF_angry/YAF_lease_angry.wav,0,old
1485,TESS Toronto emotional speech set data/YAF_angry/YAF_lid_angry.wav,0,old
1486,TESS Toronto emotional speech set data/YAF_angry/YAF_life_angry.wav,0,old
1487,TESS Toronto emotional speech set data/YAF_angry/YAF_limb_angry.wav,0,old
1488,TESS Toronto emotional speech set data/YAF_angry/YAF_live_angry.wav,0,old
1489,TESS Toronto emotional speech set data/YAF_angry/YAF_loaf_angry.wav,0,old
1490,TESS Toronto emotional speech set data/YAF_angry/YAF_long_angry.wav,0,old
1491,TESS Toronto emotional speech set data/YAF_angry/YAF_lore_angry.wav,0,old
1492,TESS Toronto emotional speech set data/YAF_angry/YAF_lose_angry.wav,0,old
1493,TESS Toronto emotional speech set data/YAF_angry/YAF_lot_angry.wav,0,old
1494,TESS Toronto emotional speech set data/YAF_angry/YAF_love_angry.wav,0,old
1495,TESS Toronto emotional speech set data/YAF_angry/YAF_luck_angry.wav,0,old
1496,TESS Toronto emotional speech set data/YAF_angry/YAF_make_angry.wav,0,old
1497,TESS Toronto emotional speech set data/YAF_angry/YAF_match_angry.wav,0,old
1498,TESS Toronto emotional speech set data/YAF_angry/YAF_merge_angry.wav,0,old
1499,TESS Toronto emotional speech set data/YAF_angry/YAF_mess_angry.wav,0,old
1500,TESS Toronto emotional speech set data/YAF_angry/YAF_met_angry.wav,0,old
1501,TESS Toronto emotional speech set data/YAF_angry/YAF_mill_angry.wav,0,old
1502,TESS Toronto emotional speech set data/YAF_angry/YAF_mob_angry.wav,0,old
1503,TESS Toronto emotional speech set data/YAF_angry/YAF_mode_angry.wav,0,old
1504,TESS Toronto emotional speech set data/YAF_angry/YAF_mood_angry.wav,0,old
1505,TESS Toronto emotional speech set data/YAF_angry/YAF_moon_angry.wav,0,old
1506,TESS Toronto emotional speech set data/YAF_angry/YAF_mop_angry.wav,0,old
1507,TESS Toronto emotional speech set data/YAF_angry/YAF_mouse_angry.wav,0,old
1508,TESS Toronto emotional speech set data/YAF_angry/YAF_nag_angry.wav,0,old
1509,TESS Toronto emotional speech set data/YAF_angry/YAF_name_angry.wav,0,old
1510,TESS Toronto emotional speech set data/YAF_angry/YAF_near_angry.wav,0,old
1511,TESS Toronto emotional speech set data/YAF_angry/YAF_neat_angry.wav,0,old
1512,TESS Toronto emotional speech set data/YAF_angry/YAF_nice_angry.wav,0,old
1513,TESS Toronto emotional speech set data/YAF_angry/YAF_note_angry.wav,0,old
1514,TESS Toronto emotional speech set data/YAF_angry/YAF_numb_angry.wav,0,old
1515,TESS Toronto emotional speech set data/YAF_angry/YAF_pad_angry.wav,0,old
1516,TESS Toronto emotional speech set data/YAF_angry/YAF_page_angry.wav,0,old
1517,TESS Toronto emotional speech set data/YAF_angry/YAF_pain_angry.wav,0,old
1518,TESS Toronto emotional speech set data/YAF_angry/YAF_pass_angry.wav,0,old
1519,TESS Toronto emotional speech set data/YAF_angry/YAF_pearl_angry.wav,0,old
1520,TESS Toronto emotional speech set data/YAF_angry/YAF_peg_angry.wav,0,old
1521,TESS Toronto emotional speech set data/YAF_angry/YAF_perch_angry.wav,0,old
1522,TESS Toronto emotional speech set data/YAF_angry/YAF_phone_angry.wav,0,old
1523,TESS Toronto emotional speech set data/YAF_angry/YAF_pick_angry.wav,0,old
1524,TESS Toronto emotional speech set data/YAF_angry/YAF_pike_angry.wav,0,old
1525,TESS Toronto emotional speech set data/YAF_angry/YAF_pole_angry.wav,0,old
1526,TESS Toronto emotional speech set data/YAF_angry/YAF_pool_angry.wav,0,old
1527,TESS Toronto emotional speech set data/YAF_angry/YAF_puff_angry.wav,0,old
1528,TESS Toronto emotional speech set data/YAF_angry/YAF_rag_angry.wav,0,old
1529,TESS Toronto emotional speech set data/YAF_angry/YAF_raid_angry.wav,0,old
1530,TESS Toronto emotional speech set data/YAF_angry/YAF_rain_angry.wav,0,old
1531,TESS Toronto emotional speech set data/YAF_angry/YAF_raise_angry.wav,0,old
1532,TESS Toronto emotional speech set data/YAF_angry/YAF_rat_angry.wav,0,old
1533,TESS Toronto emotional speech set data/YAF_angry/YAF_reach_angry.wav,0,old
1534,TESS Toronto emotional speech set data/YAF_angry/YAF_read_angry.wav,0,old
1535,TESS Toronto emotional speech set data/YAF_angry/YAF_red_angry.wav,0,old
1536,TESS Toronto emotional speech set data/YAF_angry/YAF_ring_angry.wav,0,old
1537,TESS Toronto emotional speech set data/YAF_angry/YAF_ripe_angry.wav,0,old
1538,TESS Toronto emotional speech set data/YAF_angry/YAF_road_angry.wav,0,old
1539,TESS Toronto emotional speech set data/YAF_angry/YAF_room_angry.wav,0,old
1540,TESS Toronto emotional speech set data/YAF_angry/YAF_rose_angry.wav,0,old
1541,TESS Toronto emotional speech set data/YAF_angry/YAF_rot_angry.wav,0,old
1542,TESS Toronto emotional speech set data/YAF_angry/YAF_rough_angry.wav,0,old
1543,TESS Toronto emotional speech set data/YAF_angry/YAF_rush_angry.wav,0,old
1544,TESS Toronto emotional speech set data/YAF_angry/YAF_said_angry.wav,0,old
1545,TESS Toronto emotional speech set data/YAF_angry/YAF_sail_angry.wav,0,old
1546,TESS Toronto emotional speech set data/YAF_angry/YAF_search_angry.wav,0,old
1547,TESS Toronto emotional speech set data/YAF_angry/YAF_seize_angry.wav,0,old
1548,TESS Toronto emotional speech set data/YAF_angry/YAF_sell_angry.wav,0,old
1549,TESS Toronto emotional speech set data/YAF_angry/YAF_shack_angry.wav,0,old
1550,TESS Toronto emotional speech set data/YAF_angry/YAF_shall_angry.wav,0,old
1551,TESS Toronto emotional speech set data/YAF_angry/YAF_shawl_angry.wav,0,old
1552,TESS Toronto emotional speech set data/YAF_angry/YAF_sheep_angry.wav,0,old
1553,TESS Toronto emotional speech set data/YAF_angry/YAF_shirt_angry.wav,0,old
1554,TESS Toronto emotional speech set data/YAF_angry/YAF_should_angry.wav,0,old
1555,TESS Toronto emotional speech set data/YAF_angry/YAF_shout_angry.wav,0,old
1556,TESS Toronto emotional speech set data/YAF_angry/YAF_size_angry.wav,0,old
1557,TESS Toronto emotional speech set data/YAF_angry/YAF_soap_angry.wav,0,old
1558,TESS Toronto emotional speech set data/YAF_angry/YAF_soup_angry.wav,0,old
1559,TESS Toronto emotional speech set data/YAF_angry/YAF_sour_angry.wav,0,old
1560,TESS Toronto emotional speech set data/YAF_angry/YAF_south_angry.wav,0,old
1561,TESS Toronto emotional speech set data/YAF_angry/YAF_sub_angry.wav,0,old
1562,TESS Toronto emotional speech set data/YAF_angry/YAF_such_angry.wav,0,old
1563,TESS Toronto emotional speech set data/YAF_angry/YAF_sure_angry.wav,0,old
1564,TESS Toronto emotional speech set data/YAF_angry/YAF_take_angry.wav,0,old
1565,TESS Toronto emotional speech set data/YAF_angry/YAF_talk_angry.wav,0,old
1566,TESS Toronto emotional speech set data/YAF_angry/YAF_tape_angry.wav,0,old
1567,TESS Toronto emotional speech set data/YAF_angry/YAF_team_angry.wav,0,old
1568,TESS Toronto emotional speech set data/YAF_angry/YAF_tell_angry.wav,0,old
1569,TESS Toronto emotional speech set data/YAF_angry/YAF_thin_angry.wav,0,old
1570,TESS Toronto emotional speech set data/YAF_angry/YAF_third_angry.wav,0,old
1571,TESS Toronto emotional speech set data/YAF_angry/YAF_thought_angry.wav,0,old
1572,TESS Toronto emotional speech set data/YAF_angry/YAF_thumb_angry.wav,0,old
1573,TESS Toronto emotional speech set data/YAF_angry/YAF_time_angry.wav,0,old
1574,TESS Toronto emotional speech set data/YAF_angry/YAF_tip_angry.wav,0,old
1575,TESS Toronto emotional speech set data/YAF_angry/YAF_tire_angry.wav,0,old
1576,TESS Toronto emotional speech set data/YAF_angry/YAF_ton_angry.wav,0,old
1577,TESS Toronto emotional speech set data/YAF_angry/YAF_tool_angry.wav,0,old
1578,TESS Toronto emotional speech set data/YAF_angry/YAF_tough_angry.wav,0,old
1579,TESS Toronto emotional speech set data/YAF_angry/YAF_turn_angry.wav,0,old
1580,TESS Toronto emotional speech set data/YAF_angry/YAF_vine_angry.wav,0,old
1581,TESS Toronto emotional speech set data/YAF_angry/YAF_voice_angry.wav,0,old
1582,TESS Toronto emotional speech set data/YAF_angry/YAF_void_angry.wav,0,old
1583,TESS Toronto emotional speech set data/YAF_angry/YAF_vote_angry.wav,0,old
1584,TESS Toronto emotional speech set data/YAF_angry/YAF_wag_angry.wav,0,old
1585,TESS Toronto emotional speech set data/YAF_angry/YAF_walk_angry.wav,0,old
1586,TESS Toronto emotional speech set data/YAF_angry/YAF_wash_angry.wav,0,old
1587,TESS Toronto emotional speech set data/YAF_angry/YAF_week_angry.wav,0,old
1588,TESS Toronto emotional speech set data/YAF_angry/YAF_wheat_angry.wav,0,old
1589,TESS Toronto emotional speech set data/YAF_angry/YAF_when_angry.wav,0,old
1590,TESS Toronto emotional speech set data/YAF_angry/YAF_which_angry.wav,0,old
1591,TESS Toronto emotional speech set data/YAF_angry/YAF_whip_angry.wav,0,old
1592,TESS Toronto emotional speech set data/YAF_angry/YAF_white_angry.wav,0,old
1593,TESS Toronto emotional speech set data/YAF_angry/YAF_wife_angry.wav,0,old
1594,TESS Toronto emotional speech set data/YAF_angry/YAF_wire_angry.wav,0,old
1595,TESS Toronto emotional speech set data/YAF_angry/YAF_witch_angry.wav,0,old
1596,TESS Toronto emotional speech set data/YAF_angry/YAF_yearn_angry.wav,0,old
1597,TESS Toronto emotional speech set data/YAF_angry/YAF_yes_angry.wav,0,old
1598,TESS Toronto emotional speech set data/YAF_angry/YAF_young_angry.wav,0,old
1599,TESS Toronto emotional speech set data/YAF_angry/YAF_youth_angry.wav,0,old
1600,TESS Toronto emotional speech set data/YAF_disgust/YAF_back_disgust.wav,1,old
1601,TESS Toronto emotional speech set data/YAF_disgust/YAF_bar_disgust.wav,1,old
1602,TESS Toronto emotional speech set data/YAF_disgust/YAF_base_disgust.wav,1,old
1603,TESS Toronto emotional speech set data/YAF_disgust/YAF_bath_disgust.wav,1,old
1604,TESS Toronto emotional speech set data/YAF_disgust/YAF_bean_disgust.wav,1,old
1605,TESS Toronto emotional speech set data/YAF_disgust/YAF_beg_disgust.wav,1,old
1606,TESS Toronto emotional speech set data/YAF_disgust/YAF_bite_disgust.wav,1,old
1607,TESS Toronto emotional speech set data/YAF_disgust/YAF_boat_disgust.wav,1,old
1608,TESS Toronto emotional speech set data/YAF_disgust/YAF_bone_disgust.wav,1,old
1609,TESS Toronto emotional speech set data/YAF_disgust/YAF_book_disgust.wav,1,old
1610,TESS Toronto emotional speech set data/YAF_disgust/YAF_bought_disgust.wav,1,old
1611,TESS Toronto emotional speech set data/YAF_disgust/YAF_burn_disgust.wav,1,old
1612,TESS Toronto emotional speech set data/YAF_disgust/YAF_cab_disgust.wav,1,old
1613,TESS Toronto emotional speech set data/YAF_disgust/YAF_calm_disgust.wav,1,old
1614,TESS Toronto emotional speech set data/YAF_disgust/YAF_came_disgust.wav,1,old
1615,TESS Toronto emotional speech set data/YAF_disgust/YAF_cause_disgust.wav,1,old
1616,TESS Toronto emotional speech set data/YAF_disgust/YAF_chain_disgust.wav,1,old
1617,TESS Toronto emotional speech set data/YAF_disgust/YAF_chair_disgust.wav,1,old
1618,TESS Toronto emotional speech set data/YAF_disgust/YAF_chalk_disgust.wav,1,old
1619,TESS Toronto emotional speech set data/YAF_disgust/YAF_chat_disgust.wav,1,old
1620,TESS Toronto emotional speech set data/YAF_disgust/YAF_check_disgust.wav,1,old
1621,TESS Toronto emotional speech set data/YAF_disgust/YAF_cheek_disgust.wav,1,old
1622,TESS Toronto emotional speech set data/YAF_disgust/YAF_chief_disgust.wav,1,old
1623,TESS Toronto emotional speech set data/YAF_disgust/YAF_choice_disgust.wav,1,old
1624,TESS Toronto emotional speech set data/YAF_disgust/YAF_cool_disgust.wav,1,old
1625,TESS Toronto emotional speech set data/YAF_disgust/YAF_dab_disgust.wav,1,old
1626,TESS Toronto emotional speech set data/YAF_disgust/YAF_date_disgust.wav,1,old
1627,TESS Toronto emotional speech set data/YAF_disgust/YAF_dead_disgust.wav,1,old
1628,TESS Toronto emotional speech set data/YAF_disgust/YAF_death_disgust.wav,1,old
1629,TESS Toronto emotional speech set data/YAF_disgust/YAF_deep_disgust.wav,1,old
1630,TESS Toronto emotional speech set data/YAF_disgust/YAF_dime_disgust.wav,1,old
1631,TESS Toronto emotional speech set data/YAF_disgust/YAF_dip_disgust.wav,1,old
1632,TESS Toronto emotional speech set data/YAF_disgust/YAF_ditch_disgust.wav,1,old
1633,TESS Toronto emotional speech set data/YAF_disgust/YAF_dodge_disgust.wav,1,old
1634,TESS Toronto emotional speech set data/YAF_disgust/YAF_dog_disgust.wav,1,old
1635,TESS Toronto emotional speech set data/YAF_disgust/YAF_doll_disgust.wav,1,old
1636,TESS Toronto emotional speech set data/YAF_disgust/YAF_door_disgust.wav,1,old
1637,TESS Toronto emotional speech set data/YAF_disgust/YAF_fail_disgust.wav,1,old
1638,TESS Toronto emotional speech set data/YAF_disgust/YAF_fall_disgust.wav,1,old
1639,TESS Toronto emotional speech set data/YAF_disgust/YAF_far_disgust.wav,1,old
1640,TESS Toronto emotional speech set data/YAF_disgust/YAF_fat_disgust.wav,1,old
1641,TESS Toronto emotional speech set data/YAF_disgust/YAF_fit_disgust.wav,1,old
1642,TESS Toronto emotional speech set data/YAF_disgust/YAF_five_disgust.wav,1,old
1643,TESS Toronto emotional speech set data/YAF_disgust/YAF_food_disgust.wav,1,old
1644,TESS Toronto emotional speech set data/YAF_disgust/YAF_gap_disgust.wav,1,old
1645,TESS Toronto emotional speech set data/YAF_disgust/YAF_gas_disgust.wav,1,old
1646,TESS Toronto emotional speech set data/YAF_disgust/YAF_gaze_disgust.wav,1,old
1647,TESS Toronto emotional speech set data/YAF_disgust/YAF_germ_disgust.wav,1,old
1648,TESS Toronto emotional speech set data/YAF_disgust/YAF_get_disgust.wav,1,old
1649,TESS Toronto emotional speech set data/YAF_disgust/YAF_gin_disgust.wav,1,old
1650,TESS Toronto emotional speech set data/YAF_disgust/YAF_goal_disgust.wav,1,old
1651,TESS Toronto emotional speech set data/YAF_disgust/YAF_good_disgust.wav,1,old
1652,TESS Toronto emotional speech set data/YAF_disgust/YAF_goose_disgust.wav,1,old
1653,TESS Toronto emotional speech set data/YAF_disgust/YAF_gun_disgust.wav,1,old
1654,TESS Toronto emotional speech set data/YAF_disgust/YAF_half_disgust.wav,1,old
1655,TESS Toronto emotional speech set data/YAF_disgust/YAF_hall_disgust.wav,1,old
1656,TESS Toronto emotional speech set data/YAF_disgust/YAF_hash_disgust.wav,1,old
1657,TESS Toronto emotional speech set data/YAF_disgust/YAF_hate_disgust.wav,1,old
1658,TESS Toronto emotional speech set data/YAF_disgust/YAF_have_disgust.wav,1,old
1659,TESS Toronto emotional speech set data/YAF_disgust/YAF_haze_disgust.wav,1,old
1660,TESS Toronto emotional speech set data/YAF_disgust/YAF_hire_disgust.wav,1,old
1661,TESS Toronto emotional speech set data/YAF_disgust/YAF_hit_disgust.wav,1,old
1662,TESS Toronto emotional speech set data/YAF_disgust/YAF_hole_disgust.wav,1,old
1663,TESS Toronto emotional speech set data/YAF_disgust/YAF_home_disgust.wav,1,old
1664,TESS Toronto emotional speech set data/YAF_disgust/YAF_hurl_disgust.wav,1,old
1665,TESS Toronto emotional speech set data/YAF_disgust/YAF_hush_disgust.wav,1,old
1666,TESS Toronto emotional speech set data/YAF_disgust/YAF_jail_disgust.wav,1,old
1667,TESS Toronto emotional speech set data/YAF_disgust/YAF_jar_disgust.wav,1,old
1668,TESS Toronto emotional speech set data/YAF_disgust/YAF_join_disgust.wav,1,old
1669,TESS Toronto emotional speech set data/YAF_disgust/YAF_judge_disgust.wav,1,old
1670,TESS Toronto emotional speech set data/YAF_disgust/YAF_jug_disgust.wav,1,old
1671,TESS Toronto emotional speech set data/YAF_disgust/YAF_juice_disgust.wav,1,old
1672,TESS Toronto emotional speech set data/YAF_disgust/YAF_keen_disgust.wav,1,old
1673,TESS Toronto emotional speech set data/YAF_disgust/YAF_keep_disgust.wav,1,old
1674,TESS Toronto emotional speech set data/YAF_disgust/YAF_keg_disgust.wav,1,old
1675,TESS Toronto emotional speech set data/YAF_disgust/YAF_kick_disgust.wav,1,old
1676,TESS Toronto emotional speech set data/YAF_disgust/YAF_kill_disgust.wav,1,old
1677,TESS Toronto emotional speech set data/YAF_disgust/YAF_king_disgust.wav,1,old
1678,TESS Toronto emotional speech set data/YAF_disgust/YAF_kite_disgust.wav,1,old
1679,TESS Toronto emotional speech set data/YAF_disgust/YAF_knock_disgust.wav,1,old
1680,TESS Toronto emotional speech set data/YAF_disgust/YAF_late_disgust.wav,1,old
1681,TESS Toronto emotional speech set data/YAF_disgust/YAF_laud_disgust.wav,1,old
1682,TESS Toronto emotional speech set data/YAF_disgust/YAF_lean_disgust.wav,1,old
1683,TESS Toronto emotional speech set data/YAF_disgust/YAF_learn_disgust.wav,1,old
1684,TESS Toronto emotional speech set data/YAF_disgust/YAF_lease_disgust.wav,1,old
1685,TESS Toronto emotional speech set data/YAF_disgust/YAF_lid_disgust.wav,1,old
1686,TESS Toronto emotional speech set data/YAF_disgust/YAF_life_disgust.wav,1,old
1687,TESS Toronto emotional speech set data/YAF_disgust/YAF_limb_disgust.wav,1,old
1688,TESS Toronto emotional speech set data/YAF_disgust/YAF_live_disgust.wav,1,old
1689,TESS Toronto emotional speech set data/YAF_disgust/YAF_loaf_disgust.wav,1,old
1690,TESS Toronto emotional speech set data/YAF_disgust/YAF_long_disgust.wav,1,old
1691,TESS Toronto emotional speech set data/YAF_disgust/YAF_lore_disgust.wav,1,old
1692,TESS Toronto emotional speech set data/YAF_disgust/YAF_lose_disgust.wav,1,old
1693,TESS Toronto emotional speech set data/YAF_disgust/YAF_lot_disgust.wav,1,old
1694,TESS Toronto emotional speech set data/YAF_disgust/YAF_love_disgust.wav,1,old
1695,TESS Toronto emotional speech set data/YAF_disgust/YAF_luck_disgust.wav,1,old
1696,TESS Toronto emotional speech set data/YAF_disgust/YAF_make_disgust.wav,1,old
1697,TESS Toronto emotional speech set data/YAF_disgust/YAF_match_disgust.wav,1,old
1698,TESS Toronto emotional speech set data/YAF_disgust/YAF_merge_disgust.wav,1,old
1699,TESS Toronto emotional speech set data/YAF_disgust/YAF_mess_disgust.wav,1,old
1700,TESS Toronto emotional speech set data/YAF_disgust/YAF_met_disgust.wav,1,old
1701,TESS Toronto emotional speech set data/YAF_disgust/YAF_mill_disgust.wav,1,old
1702,TESS Toronto emotional speech set data/YAF_disgust/YAF_mob_disgust.wav,1,old
1703,TESS Toronto emotional speech set data/YAF_disgust/YAF_mode_disgust.wav,1,old
1704,TESS Toronto emotional speech set data/YAF_disgust/YAF_mood_disgust.wav,1,old
1705,TESS Toronto emotional speech set data/YAF_disgust/YAF_moon_disgust.wav,1,old
1706,TESS Toronto emotional speech set data/YAF_disgust/YAF_mop_disgust.wav,1,old
1707,TESS Toronto emotional speech set data/YAF_disgust/YAF_mouse_disgust.wav,1,old
1708,TESS Toronto emotional speech set data/YAF_disgust/YAF_nag_disgust.wav,1,old
1709,TESS Toronto emotional speech set data/YAF_disgust/YAF_name_disgust.wav,1,old
1710,TESS Toronto emotional speech set data/YAF_disgust/YAF_near_disgust.wav,1,old
1711,TESS Toronto emotional speech set data/YAF_disgust/YAF_neat_disgust.wav,1,old
1712,TESS Toronto emotional speech set data/YAF_disgust/YAF_nice_disgust.wav,1,old
1713,TESS Toronto emotional speech set data/YAF_disgust/YAF_note_disgust.wav,1,old
1714,TESS Toronto emotional speech set data/YAF_disgust/YAF_numb_disgust.wav,1,old
1715,TESS Toronto emotional speech set data/YAF_disgust/YAF_pad_disgust.wav,1,old
1716,TESS Toronto emotional speech set data/YAF_disgust/YAF_page_disgust.wav,1,old
1717,TESS Toronto emotional speech set data/YAF_disgust/YAF_pain_disgust.wav,1,old
1718,TESS Toronto emotional speech set data/YAF_disgust/YAF_pass_disgust.wav,1,old
1719,TESS Toronto emotional speech set data/YAF_disgust/YAF_pearl_disgust.wav,1,old
1720,TESS Toronto emotional speech set data/YAF_disgust/YAF_peg_disgust.wav,1,old
1721,TESS Toronto emotional speech set data/YAF_disgust/YAF_perch_disgust.wav,1,old
1722,TESS Toronto emotional speech set data/YAF_disgust/YAF_phone_disgust.wav,1,old
1723,TESS Toronto emotional speech set data/YAF_disgust/YAF_pick_disgust.wav,1,old
1724,TESS Toronto emotional speech set data/YAF_disgust/YAF_pike_disgust.wav,1,old
1725,TESS Toronto emotional speech set data/YAF_disgust/YAF_pole_disgust.wav,1,old
1726,TESS Toronto emotional speech set data/YAF_disgust/YAF_pool_disgust.wav,1,old
1727,TESS Toronto emotional speech set data/YAF_disgust/YAF_puff_disgust.wav,1,old
1728,TESS Toronto emotional speech set data/YAF_disgust/YAF_rag_disgust.wav,1,old
1729,TESS Toronto emotional speech set data/YAF_disgust/YAF_raid_disgust.wav,1,old
1730,TESS Toronto emotional speech set data/YAF_disgust/YAF_rain_disgust.wav,1,old
1731,TESS Toronto emotional speech set data/YAF_disgust/YAF_raise_disgust.wav,1,old
1732,TESS Toronto emotional speech set data/YAF_disgust/YAF_rat_disgust.wav,1,old
1733,TESS Toronto emotional speech set data/YAF_disgust/YAF_reach_disgust.wav,1,old
1734,TESS Toronto emotional speech set data/YAF_disgust/YAF_read_disgust.wav,1,old
1735,TESS Toronto emotional speech set data/YAF_disgust/YAF_red_disgust.wav,1,old
1736,TESS Toronto emotional speech set data/YAF_disgust/YAF_ring_disgust.wav,1,old
1737,TESS Toronto emotional speech set data/YAF_disgust/YAF_ripe_disgust.wav,1,old
1738,TESS Toronto emotional speech set data/YAF_disgust/YAF_road_disgust.wav,1,old
1739,TESS Toronto emotional speech set data/YAF_disgust/YAF_room_disgust.wav,1,old
1740,TESS Toronto emotional speech set data/YAF_disgust/YAF_rose_disgust.wav,1,old
1741,TESS Toronto emotional speech set data/YAF_disgust/YAF_rot_disgust.wav,1,old
1742,TESS Toronto emotional speech set data/YAF_disgust/YAF_rough_disgust.wav,1,old
1743,TESS Toronto emotional speech set data/YAF_disgust/YAF_rush_disgust.wav,1,old
1744,TESS Toronto emotional speech set data/YAF_disgust/YAF_said_disgust.wav,1,old
1745,TESS Toronto emotional speech set data/YAF_disgust/YAF_sail_disgust.wav,1,old
1746,TESS Toronto emotional speech set data/YAF_disgust/YAF_search_disgust.wav,1,old
1747,TESS Toronto emotional speech set data/YAF_disgust/YAF_seize_disgust.wav,1,old
1748,TESS Toronto emotional speech set data/YAF_disgust/YAF_sell_disgust.wav,1,old
1749,TESS Toronto emotional speech set data/YAF_disgust/YAF_shack_disgust.wav,1,old
1750,TESS Toronto emotional speech set data/YAF_disgust/YAF_shall_disgust.wav,1,old
1751,TESS Toronto emotional speech set data/YAF_disgust/YAF_shawl_disgust.wav,1,old
1752,TESS Toronto emotional speech set data/YAF_disgust/YAF_sheep_disgust.wav,1,old
1753,TESS Toronto emotional speech set data/YAF_disgust/YAF_shirt_disgust.wav,1,old
1754,TESS Toronto emotional speech set data/YAF_disgust/YAF_should_disgust.wav,1,old
1755,TESS Toronto emotional speech set data/YAF_disgust/YAF_shout_disgust.wav,1,old
1756,TESS Toronto emotional speech set data/YAF_disgust/YAF_size_disgust.wav,1,old
1757,TESS Toronto emotional speech set data/YAF_disgust/YAF_soap_disgust.wav,1,old
1758,TESS Toronto emotional speech set data/YAF_disgust/YAF_soup_disgust.wav,1,old
1759,TESS Toronto emotional speech set data/YAF_disgust/YAF_sour_disgust.wav,1,old
1760,TESS Toronto emotional speech set data/YAF_disgust/YAF_south_disgust.wav,1,old
1761,TESS Toronto emotional speech set data/YAF_disgust/YAF_sub_disgust.wav,1,old
1762,TESS Toronto emotional speech set data/YAF_disgust/YAF_such_disgust.wav,1,old
1763,TESS Toronto emotional speech set data/YAF_disgust/YAF_sure_disgust.wav,1,old
1764,TESS Toronto emotional speech set data/YAF_disgust/YAF_take_disgust.wav,1,old
1765,TESS Toronto emotional speech set data/YAF_disgust/YAF_talk_disgust.wav,1,old
1766,TESS Toronto emotional speech set data/YAF_disgust/YAF_tape_disgust.wav,1,old
1767,TESS Toronto emotional speech set data/YAF_disgust/YAF_team_disgust.wav,1,old
1768,TESS Toronto emotional speech set data/YAF_disgust/YAF_tell_disgust.wav,1,old
1769,TESS Toronto emotional speech set data/YAF_disgust/YAF_thin_disgust.wav,1,old
1770,TESS Toronto emotional speech set data/YAF_disgust/YAF_third_disgust.wav,1,old
1771,TESS Toronto emotional speech set data/YAF_disgust/YAF_thought_disgust.wav,1,old
1772,TESS Toronto emotional speech set data/YAF_disgust/YAF_thumb_disgust.wav,1,old
1773,TESS Toronto emotional speech set data/YAF_disgust/YAF_time_disgust.wav,1,old
1774,TESS Toronto emotional speech set data/YAF_disgust/YAF_tip_disgust.wav,1,old
1775,TESS Toronto emotional speech set data/YAF_disgust/YAF_tire_disgust.wav,1,old
1776,TESS Toronto emotional speech set data/YAF_disgust/YAF_ton_disgust.wav,1,old
1777,TESS Toronto emotional speech set data/YAF_disgust/YAF_tool_disgust.wav,1,old
1778,TESS Toronto emotional speech set data/YAF_disgust/YAF_tough_disgust.wav,1,old
1779,TESS Toronto emotional speech set data/YAF_disgust/YAF_turn_disgust.wav,1,old
1780,TESS Toronto emotional speech set data/YAF_disgust/YAF_vine_disgust.wav,1,old
1781,TESS Toronto emotional speech set data/YAF_disgust/YAF_voice_disgust.wav,1,old
1782,TESS Toronto emotional speech set data/YAF_disgust/YAF_void_disgust.wav,1,old
1783,TESS Toronto emotional speech set data/YAF_disgust/YAF_vote_disgust.wav,1,old
1784,TESS Toronto emotional speech set data/YAF_disgust/YAF_wag_disgust.wav,1,old
1785,TESS Toronto emotional speech set data/YAF_disgust/YAF_walk_disgust.wav,1,old
1786,TESS Toronto emotional speech set data/YAF_disgust/YAF_wash_disgust.wav,1,old
1787,TESS Toronto emotional speech set data/YAF_disgust/YAF_week_disgust.wav,1,old
1788,TESS Toronto emotional speech set data/YAF_disgust/YAF_wheat_disgust.wav,1,old
1789,TESS Toronto emotional speech set data/YAF_disgust/YAF_when_disgust.wav,1,old
1790,TESS Toronto emotional speech set data/YAF_disgust/YAF_which_disgust.wav,1,old
1791,TESS Toronto emotional speech set data/YAF_disgust/YAF_whip_disgust.wav,1,old
1792,TESS Toronto emotional speech set data/YAF_disgust/YAF_white_disgust.wav,1,old
1793,TESS Toronto emotional speech set data/YAF_disgust/YAF_wife_disgust.wav,1,old
1794,TESS Toronto emotional speech set data/YAF_disgust/YAF_wire_disgust.wav,1,old
1795,TESS Toronto emotional speech set data/YAF_disgust/YAF_witch_disgust.wav,1,old
